,file,parsed,entities,labels,position_start,position_end
PMC8027320,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8027320\sections\1_body\5_ethics_statement\1_p.xml,"The animal study was reviewed and approved by the Institute of Ophthalmology Animal Welfare Ethical Review Body (AWERB) and PPL P2C479FB6 August 2022, Home Office UK.","[the Institute of Ophthalmology Animal Welfare Ethical Review Body, AWERB, August 2022, Home Office, UK]","['ORG', 'ORG', 'DATE', 'ORG', 'GPE']","[46, 113, 138, 151, 163]","[111, 118, 149, 162, 165]"
PMC8027330,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8027330\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethics Committee of The First Affiliated Hospital of Zhengzhou University. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,[the Ethics Committee of The First Affiliated Hospital of Zhengzhou University],['ORG'],[71],[148]
PMC8027342,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8027342\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Institutional Animal Care and Use Committee at PLA General Hospital.,"[Institutional Animal Care and Use Committee at, PLA General Hospital]","['ORG', 'ORG']","[46, 93]","[92, 113]"
PMC8027360,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8027360\sections\1_body\6_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by The First Affiliated Hospital, Zhejiang University School of Medicine (2021-031). Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements. The animal study was reviewed and approved by The First Affiliated Hospital, Zhejiang University School of Medicine (2021-2).","[The First Affiliated Hospital, Zhejiang University School of Medicine, The First Affiliated Hospital, Zhejiang University School of Medicine, 2021-2]","['ORG', 'ORG', 'DATE']","[71, 354, 425]","[140, 423, 431]"
PMC8029989,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8029989\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Human Research Ethics Committee (HREC) of Taizhou hospital of Zhejiang Province. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Shandong University Human and Animal Ethics Research Committee.,"[Human Research Ethics Committee, HREC, Taizhou, Zhejiang Province, Shandong University Human and Animal Ethics Research Committee]","['ORG', 'ORG', 'GPE', 'GPE', 'ORG']","[71, 104, 113, 133, 294]","[102, 108, 120, 150, 356]"
PMC8032882,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8032882\sections\1_body\6_ethics_statement\1_p.xml,The study is in accordance with the German legal and ethical requirements of appropriate animal procedures. The consultation of the Institutional Animal Welfare Body is documented under no. E5/20 by the Animal Welfare Officer of the University of Goettingen.,"[German, the Institutional Animal Welfare Body, E5/20, the University of Goettingen]","['NORP', 'ORG', 'ORG', 'ORG']","[36, 128, 190, 229]","[42, 165, 195, 257]"
PMC8032885,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8032885\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Animal Care Committees of the University of Montreal and the Research Center of the University of Montreal Hospital (CRCHUM).,"[Animal Care Committees, the University of Montreal, the Research Center, the University of Montreal Hospital]","['ORG', 'ORG', 'ORG', 'ORG']","[46, 72, 103, 126]","[68, 98, 122, 161]"
PMC8033167,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8033167\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by French Ministry of Research and Innovation and the Personal data Protection ethics Committee (CPP) of Languedoc-Roussillon (approval DC-2010-1185). The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Regional Ethics Committee on Animal Experimentation (APAFIS#5352-20l6050918509993v3).,"[French Ministry of Research and Innovation and the Personal data Protection ethics Committee, Languedoc-Roussillon, DC-2010-1185, Regional Ethics Committee]","['ORG', 'ORG', 'DATE', 'ORG']","[71, 173, 204, 361]","[163, 193, 216, 386]"
PMC8039155,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8039155\sections\1_body\6_ethics_statement\1_p.xml,"The animal study was reviewed and approved by Animal Experimentation Ethics Committee, School of Medicine, Southeast University. Written informed consent was obtained from the owners for the participation of their animals in this study.","[Animal Experimentation Ethics Committee, School of Medicine, Southeast University]","['ORG', 'ORG', 'ORG']","[46, 87, 107]","[85, 105, 127]"
PMC8039293,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8039293\sections\1_body\7_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethic Committee of the Hospital Clinic of Barcelona with the registration number HCB/2016/0546. The patients/participants provided their written informed consent to participate in this study.,"[Ethic Committee, the Hospital Clinic of Barcelona, HCB/2016/0546]","['ORG', 'ORG', 'ORG']","[71, 90, 152]","[86, 122, 165]"
PMC8039907,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8039907\sections\2_back\2_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Experimental Animal Ethics Committee of Nanjing University of Chinese Medicine.,[the Experimental Animal Ethics Committee of Nanjing University of Chinese Medicine],['ORG'],[46],[128]
PMC8042212,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8042212\sections\1_body\6_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the Ethics Committee of Nanfang Hospital, Southern Medical University, Guangzhou, China. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by the Ethics Committee of Nanfang Hospital, Southern Medical University, Guangzhou, China.","[the Ethics Committee of Nanfang Hospital, Southern Medical University, Guangzhou, China, the Ethics Committee of Nanfang Hospital, Southern Medical University, Guangzhou, China]","['ORG', 'ORG', 'GPE', 'GPE', 'ORG', 'ORG', 'GPE', 'GPE']","[71, 113, 142, 153, 302, 344, 373, 384]","[111, 140, 151, 158, 342, 371, 382, 389]"
PMC8042336,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8042336\sections\1_body\5_ethics_statement\1_p.xml,"The Balb/c mice’s experiments were approved by the Institutional Animal Care and Use Committees at the Institute of Process Engineering, Chinese Academy of Sciences. The Balb/c mice were purchased from Vital River Laboratories (Beijing, China). The animals were maintained in accordance with the guidelines of Laboratory Animal Care. All the animals were acclimatized to the laboratory for at least 7 days before experiments.","[Balb, the Institutional Animal Care, the Institute of Process Engineering, Chinese Academy of Sciences, Balb, Vital River Laboratories, Beijing, China, at least 7 days]","['ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'GPE', 'GPE', 'DATE']","[4, 47, 99, 137, 170, 202, 228, 237, 390]","[8, 76, 135, 164, 174, 226, 235, 242, 405]"
PMC8044745,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8044745\sections\1_body\6_ethics_statement\1_p.xml,We used an established protocol for collection of extracted teeth in our biorepository and cell isolation that was approved by the Ethics Committee of UT Health San Antonio.,[the Ethics Committee of UT Health San Antonio],['ORG'],[127],[172]
PMC8044759,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8044759\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by University of Toronto and St. Michael’s Hospital Research Ethics Boards. The patients/participants provided their written informed consent to participate in this study.,"[University of Toronto, St. Michael’s Hospital Research Ethics Boards]","['ORG', 'ORG']","[71, 97]","[92, 142]"
PMC8044770,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8044770\sections\1_body\5_ethics_statement\1_p.xml,"hUCB was collected from the John Radcliffe Hospital, Oxford, UK or provided 
 ","[the John Radcliffe Hospital, Oxford, UK]","['ORG', 'ORG', 'GPE']","[24, 53, 61]","[51, 59, 63]"
PMC8044936,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8044936\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the ethics committee of Renji Hospital affiliated with Shanghai Jiaotong University School of Medicine (No 2018-088). The patients/participants provided their written informed consent to participate in this study.,"[Renji Hospital, Shanghai Jiaotong University School of Medicine]","['ORG', 'ORG']","[95, 126]","[109, 173]"
PMC8047118,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8047118\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Biological Research Ethics Committee of Tongji University.,[the Biological Research Ethics Committee of Tongji University],['ORG'],[46],[107]
PMC8047210,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8047210\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by Institutional Animal Care and Use Committee at Laboratory Animal Center of Zhejiang University. Written informed consent was obtained from the owners for the participation of their animals in this study.,[Institutional Animal Care and Use Committee at Laboratory Animal Center of Zhejiang University],['ORG'],[46],[140]
PMC8047219,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8047219\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the School and Hospital of Stomatology, Wenzhou Medical University (No. WYKQ2018008). The patients/participants provided their written informed consent to participate in this study.","[the School and Hospital of Stomatology, Wenzhou Medical University]","['ORG', 'ORG']","[71, 111]","[109, 137]"
PMC8047635,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8047635\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by The Joint Chinese University of Hong Kong-New Territories East Cluster Clinical Research Ethics Committee. Written informed consent from the participants’ legal guardian/next of kin was not required to participate in this study in accordance with the national legislation and the institutional requirements.,[The Joint Chinese University of Hong Kong-New Territories East Cluster Clinical Research Ethics Committee],['ORG'],[71],[176]
